INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,
43057,2010,02,12,02,1012.6,1013.8,22.8,21.4,20.7,088,24.4,07,002,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,008,  , , ,218,
43057,2010,02,12,03,1012.0,1013.8,23.6,22.4,21.8,090,26.1,34,002,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,008,  , , ,218,
43057,2010,02,12,04,1013.4,1014.6,22.2,22.0,21.9,098,26.3,00,000,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,010,  , , ,208,
43057,2010,02,12,05,1013.8,1015.0,21.4,21.0,20.8,096,24.6,00,000,01,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,010,  , , ,208,
43057,2010,02,12,06,1013.3,1014.5,23.0,22.6,22.4,096,27.9,07,002,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,006,  , , ,220,
43057,2010,02,12,07,1013.4,1014.6,23.6,22.2,21.5,088,25.6,07,006,01,95,0,0,3,2,1,1,0,9,9,3,8, , ,  ,0.0,010,  , , ,224,
43057,2010,02,12,08,1012.0,1013.2,23.6,21.2,19.9,080,23.2,11,002,01,95,0,0,0,0,1,4,0,0,9,4,9, , ,  ,0.0,010,  , , ,230,
43057,2010,02,12,09,1011.0,1012.2,23.8,23.4,23.2,096,28.4,00,000,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,008,  , , ,230,
43057,2010,02,12,10,1011.6,1012.8,24.0,22.8,22.2,090,26.7,02,002,03,95,5,1,3,2,1,3,9,9,9,5,5, , ,  ,0.0,008,  , , ,228,
43057,2010,02,12,11,1012.3,1013.5,23.4,20.0,18.0,072,20.6,34,006,03,95,0,0,3,1,2,2,0,9,9,3,7, , ,  ,0.0,012,  , , ,212,
43057,2010,02,12,12,1013.5,1014.7,23.2,22.2,21.7,091,25.9,07,002,01,96,5,2,3,1,1,1,9,9,9,4,5, , ,  ,0.0,008,  , , ,220,
43057,2010,02,12,13,1012.8,1014.0,23.2,21.0,19.9,083,23.2,34,004,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,008,  , , ,214,
43057,2010,02,12,14,1011.0,1012.2,23.4,19.2,16.6,065,18.9,34,004,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,010,  , , ,208,
43057,2010,02,12,15,1010.9,1012.1,23.0,19.2,16.8,068,19.1,00,000,03,95,5,1,3,2,1,1,9,9,9,4,6, , ,  ,0.0,010,  , , ,212,
43057,2010,02,12,16,1011.5,1012.7,23.4,17.2,12.6,051,14.6,34,002,03,96,0,0,3,3,1,2,0,9,9,5,8, , ,  ,0.0,010,  , , ,200,
43057,2010,02,12,17,1012.2,1013.4,23.6,18.6,15.3,060,17.4,00,000,04,96,6,2,3,2,2,2,9,9,9,6,5, , ,  ,0.0,010,  , , ,210,
43057,2010,02,12,18,1011.1,1012.3,21.8,19.0,17.3,075,19.7,00,000,03,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,010,  , , ,204,
43057,2010,02,12,19,1012.0,1013.2,22.8,22.4,22.2,096,26.7,00,000,00,95,0,0,3,1,1,4,0,9,9,5,8, , ,  ,0.0,010,  , , ,216,
43057,2010,02,12,20,1012.0,1013.2,22.2,21.6,21.3,094,25.3,00,000,01,95,0,0,3,1,1,3,0,9,9,4,8, , ,  ,0.0,010,  , , ,214,
43057,2010,02,12,21,1012.1,1013.3,23.2,22.6,22.4,096,27.1,11,002,01,95,0,0,3,2,1,2,0,9,9,4,8, , ,  ,0.0,010,  , , ,228,
43057,2010,02,12,22,1012.1,1013.3,25.0,24.0,23.5,092,28.9,00,000,01,95,4,2,3,2,1,2,9,9,9,6,5, , ,  ,0.0,012,  , , ,240,
43057,2010,02,12,23,1011.5,1012.7,24.0,23.0,22.5,091,27.3,00,000,04,95,1,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,010,  , , ,222,
43057,2010,02,12,24,1011.4,1012.6,23.0,21.6,20.9,088,24.7,02,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,010,  , , ,218,
43057,2010,02,12,25,1011.5,1012.7,21.4,20.2,19.5,089,22.7,00,000,01,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,010,  , , ,206,
43057,2010,02,12,26,1011.8,1013.0,22.6,21.0,20.1,086,23.5,00,000,03,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,010,  , , ,216,
43057,2010,02,12,27,1011.1,1012.3,23.4,22.8,22.5,095,27.3,11,002,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,010,  , , ,224,
43057,2010,02,12,28,1010.5,1011.7,24.6,21.8,20.3,077,23.8,00,000,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,014,  , , ,230,
43057,2010,02,48,01,1011.1,1012.3,27.0,23.4,21.6,073,25.8,34,020,05,95,0,0,0,0,1,1,0,0,9,1,9, , ,  ,0.0,014,  , , ,278,
43057,2010,02,48,02,1010.4,1011.6,26.8,23.2,21.4,072,25.5,32,006,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,282,
43057,2010,02,48,03,1010.5,1011.7,26.6,20.6,17.0,056,19.4,29,006,06,97,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,282,
43057,2010,02,48,04,1011.5,1012.7,26.4,20.8,17.5,058,20.0,34,026,05,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,274,
43057,2010,02,48,05,1010.8,1012.0,27.0,24.4,23.2,080,28.4,29,008,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,284,
43057,2010,02,48,06,1010.9,1012.1,29.4,23.6,20.7,059,24.4,29,004,04,96,0,0,0,0,1,5,0,0,9,5,9, , ,  ,0.0,016,  , , ,300,
43057,2010,02,48,07,1010.6,1011.8,30.2,24.6,21.9,061,26.3,25,004,04,96,0,0,0,0,1,6,0,0,9,6,9, , ,  ,0.0,016,  , , ,300,
43057,2010,02,48,08,1009.7,1010.3,27.4,24.8,23.6,080,29.1,29,010,06,96,0,0,0,0,1,2,0,0,9,2,9, , ,  ,0.0,014,  , , ,300,
43057,2010,02,48,09,1009.5,1010.7,27.8,21.0,17.0,052,19.4,29,006,05,97,0,0,3,1,0,0,0,9,0,1,8, , ,  ,0.0,012,  , , ,280,
43057,2010,02,48,10,1010.0,1011.2,25.8,22.2,20.3,072,23.8,34,006,06,96,5,1,3,2,2,2,9,9,9,5,5, , ,  ,0.0,012,  , , ,288,
43057,2010,02,48,11,1011.1,1012.3,26.0,21.4,18.8,064,21.7,32,030,06,95,0,0,3,2,1,2,0,9,9,4,7, , ,  ,0.0,014,  , , ,290,
43057,2010,02,48,12,1011.2,1012.7,27.0,21.2,18.2,059,20.9,29,004,05,96,0,0,3,1,0,0,0,9,0,1,8, , ,  ,0.0,012,  , , ,290,
43057,2010,02,48,13,1009.8,1011.0,27.0,20.8,17.1,055,19.4,34,006,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,014,  , , ,302,
43057,2010,02,48,14,1009.0,1010.2,27.4,20.0,15.3,047,17.4,34,008,05,97,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,016,  , , ,284,
43057,2010,02,48,15,1008.5,1009.7,27.2,20.8,17.0,054,19.4,34,008,04,96,1,1,1,2,1,1,9,9,9,4,6, , ,  ,0.0,018,  , , ,286,
43057,2010,02,48,16,1009.7,1010.9,27.6,20.2,15.5,048,17.6,34,010,06,96,1,1,3,2,0,0,9,9,0,3,6, , ,  ,0.0,016,  , , ,286,
43057,2010,02,48,17,1010.0,1011.2,27.4,21.0,17.2,054,19.6,34,010,06,96,5,1,3,2,1,2,9,9,9,5,6, , ,  ,0.0,016,  , , ,294,
43057,2010,02,48,18,1009.5,1010.7,27.6,24.0,22.4,074,27.1,32,008,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,018,  , , ,300,
43057,2010,02,48,19,1010.0,1011.2,27.4,22.8,20.4,066,24.0,29,006,04,96,0,0,3,1,1,5,0,9,9,6,8, , ,  ,0.0,016,  , , ,302,
43057,2010,02,48,20,1010.0,1011.2,28.0,24.6,23.0,074,28.1,29,004,04,96,0,0,3,1,2,4,0,9,9,5,8, , ,  ,0.0,018,  , , ,312,
43057,2010,02,48,21,1010.0,1011.2,28.4,25.0,23.5,075,28.9,29,004,05,96,4,2,3,3,1,1,9,9,9,6,6, , ,  ,0.0,018,  , , ,310,
43057,2010,02,48,22,1009.5,1010.7,28.0,21.6,18.0,054,20.6,32,004,05,97,2,1,0,0,1,3,9,0,9,4,6, , ,  ,0.0,014,  , , ,310,
43057,2010,02,48,23,1009.4,1010.6,27.0,22.4,20.0,065,23.4,29,006,01,97,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,016,  , , ,314,
43057,2010,02,48,25,1008.8,1010.0,26.2,22.0,19.7,068,22.9,32,010,06,96,0,0,0,0,1,1,0,0,9,1,9, , ,  ,0.0,022,  , , ,308,
43057,2010,02,48,26,1009.0,1010.2,28.2,23.8,21.6,058,25.8,29,008,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,020,  , , ,310,
43057,2010,02,48,27,1008.3,1009.5,30.4,21.8,16.8,044,19.1,34,008,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,020,  , , ,330,
43057,2010,02,48,28,1008.3,1009.5,30.0,23.6,20.3,056,23.8,34,008,04,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,020,  , , ,338,
43057,2010,03,12,01,1011.1,1012.3,25.8,24.4,23.8,080,29.5,11,002,02,95,0,0,3,1,1,2,0,9,9,3,8, , ,  ,0.0,012,  , , ,240,
43057,2010,03,12,02,1011.1,1012.3,25.0,23.8,23.2,090,28.4,14,002,02,95,0,0,0,0,1,1,0,0,9,1,9, , ,  ,0.0,014,  , , ,242,
43057,2010,03,12,03,1011.2,1012.4,24.6,24.2,24.0,096,29.8,00,000,02,95,0,0,3,1,1,1,0,9,9,2,8, , ,  ,0.0,010,  , , ,240,
43057,2010,03,12,04,1010.7,1011.9,24.2,23.4,23.0,093,28.1,00,000,01,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,014,  , , ,232,
43057,2010,03,12,05,1011.4,1012.6,24.2,23.4,23.0,093,28.1,00,000,01,95,4,1,3,1,1,1,9,9,9,3,5, , ,  ,0.0,010,  , , ,234,
43057,2010,03,12,06,1011.6,1012.8,24.6,24.2,24.0,096,29.8,00,000,01,95,5,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,010,  , , ,238,
43057,2010,03,12,07,1014.0,1015.2,24.6,22.2,21.0,080,25.0,02,002,00,96,5,2,0,0,0,0,9,0,0,2,6, , ,  ,0.0,010,  , , ,232,
43057,2010,03,12,08,1012.6,1013.8,25.2,23.2,22.2,084,26.7,34,002,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,234,
43057,2010,03,12,09,1012.0,1013.2,25.0,19.2,15.1,055,17.5,00,000,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,014,  , , ,230,
43057,2010,03,12,10,1010.7,1011.9,26.2,22.6,20.7,072,24.4,00,000,01,95,0,0,3,1,0,0,0,9,0,1,8, , ,  ,0.0,014,  , , ,246,
43057,2010,03,12,11,1012.1,1013.3,27.4,26.6,26.3,094,34.2,00,000,01,95,0,0,0,0,1,6,0,0,9,6,9, , ,  ,0.0,010,  , , ,264,
43057,2010,03,12,12,1014.5,1015.7,27.2,26.4,26.1,092,33.8,00,000,02,95,2,1,7,1,1,1,9,9,9,3,5, , ,  ,0.0,014,  , , ,266,
43057,2010,03,12,13,1012.6,1013.8,27.0,24.4,23.2,080,28.4,00,000,02,95,0,0,3,2,1,2,0,9,9,4,8, , ,  ,0.0,014,  , , ,242,
43057,2010,03,12,14,1011.6,1012.8,26.0,25.0,24.6,092,30.9,14,004,02,95,0,0,3,1,1,5,0,9,9,6,9, , ,  ,0.0,014,  , , ,252,
43057,2010,03,12,15,1011.4,1012.6,25.0,24.2,23.8,093,29.5,11,002,01,95,0,0,3,1,1,1,0,9,9,2,8, , ,  ,0.0,012,  , , ,242,
43057,2010,03,12,16,1010.9,1012.1,24.4,23.8,23.5,095,28.9,07,002,01,95,0,0,0,0,1,7,0,0,9,7,9, , ,  ,0.0,010,  , , ,232,
43057,2010,03,12,17,1012.1,1013.3,25.4,24.8,24.5,095,30.7,11,002,01,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,240,
43057,2010,03,12,18,1012.6,1013.8,26.4,25.8,25.5,095,32.6,11,006,01,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,014,  , , ,252,
43057,2010,03,12,19,1012.0,1013.2,28.0,27.4,27.2,095,36.1,00,000,02,95,4,2,3,1,1,1,9,9,9,4,5, , ,  ,0.0,012,  , , ,270,
43057,2010,03,12,20,1011.1,1012.3,27.8,26.6,26.1,090,33.8,00,000,11,95,4,1,6,3,1,1,9,9,9,5,5, , ,  ,0.0,012,  , , ,274,
43057,2010,03,12,21,1009.6,1010.8,27.6,27.0,26.8,095,35.2,11,004,01,95,5,2,3,2,1,1,9,9,9,5,5, , ,  ,0.0,012,  , , ,270,
43057,2010,03,12,22,1008.0,1009.2,26.6,26.0,25.7,095,33.0,00,000,01,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,254,
43057,2010,03,12,23,1006.4,1007.6,26.8,23.8,22.4,077,27.1,34,002,01,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,240,
43057,2010,03,12,24,1007.5,1008.7,25.4,23.8,23.0,087,28.1,00,000,01,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,240,
43057,2010,03,12,25,1008.4,1009.6,26.2,25.2,24.8,092,31.3,00,000,01,95,0,0,0,0,1,1,0,0,9,1,9, , ,  ,0.0,010,  , , ,252,
43057,2010,03,12,26,1008.7,1009.9,26.2,25.0,24.5,090,30.7,05,004,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,010,  , , ,256,
43057,2010,03,12,27,1009.1,1010.3,25.8,25.0,24.6,093,30.9,00,000,01,95,0,0,3,1,0,0,0,9,0,1,8, , ,  ,0.0,010,  , , ,250,
43057,2010,03,12,28,1009.5,1010.7,26.0,23.2,21.8,078,26.1,05,002,02,95,0,0,0,0,1,3,0,0,9,3,9, , ,  ,0.0,014,  , , ,246,
43057,2010,03,12,29,1010.3,1011.5,26.8,26.0,25.7,093,33.0,11,004,02,95,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,258,
43057,2010,03,12,30,1010.6,1011.8,26.0,24.2,23.4,085,28.8,00,000,02,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,014,  , , ,242,
43057,2010,03,12,31,1010.5,1011.7,26.8,25.0,24.2,086,30.2,11,004,01,96,4,3,0,0,1,2,9,0,9,5,5, , ,  ,0.0,014,  , , ,252,
43057,2010,03,48,01,1008.9,1010.1,29.0,25.2,23.5,072,28.9,34,006,04,96,0,0,0,0,1,3,0,0,9,3,9, , ,  ,0.0,018,  , , ,320,
43057,2010,03,48,02,1008.5,1009.7,28.4,23.4,20.9,064,24.7,34,006,05,96,5,1,3,2,0,0,9,9,0,3,6, , ,  ,0.0,014,  , , ,310,
43057,2010,03,48,03,1008.6,1008.8,28.0,22.6,19.7,061,22.9,32,004,05,97,0,0,0,0,1,4,0,0,9,4,9, , ,  ,0.0,018,  , , ,322,
43057,2010,03,48,04,1009.3,1010.5,27.8,21.8,18.4,057,21.1,32,010,05,96,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,012,  , , ,320,
43057,2010,03,48,05,1009.1,1010.3,27.2,24.2,22.8,077,27.7,29,004,05,97,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,014,  , , ,322,
